stop_id,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,corridor,active
416115204000172,Morro do Outeiro,Avenida Salvador Allende próximo ao 1400,-22.97146,-43.4013,0,416115204000100,BRT Transolímpica,1
416115204000181,Morro do Outeiro,Avenida Salvador Allende próximo ao 1400,-22.97036,-43.4004,0,416115204000100,BRT Transolímpica,1
416115204000182,Morro do Outeiro,Avenida Salvador Allende próximo ao 1400,-22.97044,-43.40032,0,416115204000100,BRT Transolímpica,1
424132201000300,Notre Dame,Avenida das Américas próximo ao 19338,-23.0206,-43.50016,1,,BRT Transoeste,1
424132201000371,Notre Dame,Avenida das Américas próximo ao 19338,-23.02056,-43.50012,0,424132201000300,BRT Transoeste,1
424132201000372,Notre Dame,Avenida das Américas próximo ao 19338,-23.02065,-43.50016,0,424132201000300,BRT Transoeste,1
424132201000800,Nova Barra,Avenida das Américas próximo ao 16313,-23.01562,-43.47151,1,,BRT Transoeste,1
424132201000871,Nova Barra,Avenida das Américas próximo ao 16313,-23.01559,-43.47157,0,424132201000800,BRT Transoeste,1
424132201000872,Nova Barra,Avenida das Américas próximo ao 16313,-23.01564,-43.47141,0,424132201000800,BRT Transoeste,1
424128201000800,Novo Leblon,Avenida das Américas próximo ao 6800,-23.00042,-43.38322,1,,BRT Transoeste,1
424128201000871,Novo Leblon,Avenida das Américas próximo ao 6800,-23.00037,-43.38322,0,424128201000800,BRT Transoeste,1
424128201000872,Novo Leblon,Avenida das Américas próximo ao 6800,-23.00047,-43.38317,0,424128201000800,BRT Transoeste,1
310042203000100,Olaria,Rua Leopoldina Rêgo próximo ao 342,-22.84858,-43.26542,1,,BRT Transcarioca,0
310042203000171,Olaria,Rua Leopoldina Rêgo próximo ao 342,-22.8485,-43.26544,0,310042203000100,BRT Transcarioca,0
310042203000172,Olaria,Rua Leopoldina Rêgo próximo ao 342,-22.84856,-43.26549,0,310042203000100,BRT Transcarioca,0
424128204000200,Olof Palme,Avenida Salvador Allende próximo ao 1537,-22.98177,-43.41022,1,,BRT Transolímpica,0
424128204000271,Olof Palme,Avenida Salvador Allende próximo ao 1537,-22.98177,-43.41026,0,424128204000200,BRT Transolímpica,0
424128204000272,Olof Palme,Avenida Salvador Allende próximo ao 1537,-22.98179,-43.41018,0,424128204000200,BRT Transolímpica,0
315083203000500,Otaviano,Avenida Ministro Edgard Romero próximo ao 495,-22.86583,-43.33436,1,,BRT Transcarioca,1
315083203000571,Otaviano,Avenida Ministro Edgard Romero próximo ao 495,-22.86578,-43.3344,0,315083203000500,BRT Transcarioca,1
315083203000572,Otaviano,Avenida Ministro Edgard Romero próximo ao 495,-22.86583,-43.33439,0,315083203000500,BRT Transcarioca,1
416115204000600,Outeiro Santo,Corredor Presidente Tancredo Neves,-22.92796,-43.39597,1,,BRT Transolímpica,0
416115204000671,Outeiro Santo,Corredor Presidente Tancredo Neves,-22.92804,-43.39599,0,416115204000600,BRT Transolímpica,0
416115204000672,Outeiro Santo,Corredor Presidente Tancredo Neves,-22.92796,-43.39593,0,416115204000600,BRT Transolímpica,0
533135204000200,Padre João Chribbin,Rua Salustiano Silva próximo ao 1326,-22.87599,-43.40524,1,,BRT Transolímpica,0
533135204000271,Padre João Chribbin,Rua Salustiano Silva próximo ao 1326,-22.87597,-43.40531,0,533135204000200,BRT Transolímpica,0
533135204000272,Padre João Chribbin,Rua Salustiano Silva próximo ao 1326,-22.87593,-43.40524,0,533135204000200,BRT Transolímpica,0
424128201001300,Parque das Rosas,Avenida das Américas próximo ao 572,-23.00007,-43.35243,1,,BRT Transoeste,1
424128201001371,Parque das Rosas,Avenida das Américas próximo ao 572,-23.00002,-43.35246,0,424128201001300,BRT Transoeste,1
424128201001372,Parque das Rosas,Avenida das Américas próximo ao 572,-23.00011,-43.35249,0,424128201001300,BRT Transoeste,1
518144202000500,Parque Esperança,Avenida Cesário de Melo próximo ao 4158,-22.9069,-43.57169,1,,BRT Transoeste,0
518144202000572,Parque Esperança,Avenida Cesário de Melo próximo ao 4158,-22.90695,-43.57166,0,518144202000500,BRT Transoeste,0
424128203000500,Parque Olímpico,Avenida Embaixador Abelardo Bueno próximo ao 3401,-22.9732,-43.39358,1,,BRT Transolímpica,1
424128203000571,Parque Olímpico,Avenida Embaixador Abelardo Bueno próximo ao 3401,-22.97316,-43.39352,0,424128203000500,BRT Transolímpica,1
424128203000572,Parque Olímpico,Avenida Embaixador Abelardo Bueno próximo ao 3401,-22.97328,-43.3935,0,424128203000500,BRT Transolímpica,1
518147202000200,Parque São Paulo,Avenida Cesário de Melo próximo ao 9626,-22.91627,-43.62234,1,,BRT Transoeste,0
518147202000271,Parque São Paulo,Avenida Cesário de Melo próximo ao 9626,-22.91623,-43.62232,0,518147202000200,BRT Transoeste,0
518147202000272,Parque São Paulo,Avenida Cesário de Melo próximo ao 9626,-22.91632,-43.62232,0,518147202000200,BRT Transoeste,0
311043203000100,Pastor José Santos,Avenida Brás de Pina próximo ao 334,-22.83909,-43.28328,1,,BRT Transcarioca,1
311043203000171,Pastor José Santos,Avenida Brás de Pina próximo ao 334,-22.83903,-43.2833,0,311043203000100,BRT Transcarioca,1
311043203000172,Pastor José Santos,Avenida Brás de Pina próximo ao 334,-22.8391,-43.28335,0,311043203000100,BRT Transcarioca,1
424128201001700,Paulo Malta Rezende,Avenida das Américas próximo ao 1510,-23.00128,-43.32908,1,,BRT Transoeste,1
424128201001771,Paulo Malta Rezende,Avenida das Américas próximo ao 1510,-23.00124,-43.32906,0,424128201001700,BRT Transoeste,1
424128201001772,Paulo Malta Rezende,Avenida das Américas próximo ao 1510,-23.00132,-43.3291,0,424128201001700,BRT Transoeste,1
424128201000200,Pedra de Itaúna,Avenida das Américas próximo ao 11365,-23.00291,-43.42402,1,,BRT Transoeste,1
424128201000271,Pedra de Itaúna,Avenida das Américas próximo ao 11365,-23.00287,-43.42405,0,424128201000200,BRT Transoeste,1
424128201000272,Pedra de Itaúna,Avenida das Américas próximo ao 11365,-23.00295,-43.424,0,424128201000200,BRT Transoeste,1
416115203000300,Pedro Correia,Estrada Coronel Pedro Corrêa próximo ao 870,-22.96756,-43.39058,1,,BRT Transcarioca,1
416115203000371,Pedro Correia,Estrada Coronel Pedro Corrêa próximo ao 870,-22.96765,-43.39065,0,416115203000300,BRT Transcarioca,1
416115203000372,Pedro Correia,Estrada Coronel Pedro Corrêa próximo ao 870,-22.96766,-43.39057,0,416115203000300,BRT Transcarioca,1
311044203000100,Pedro Taques,Avenida Vicente de Carvalho próximo ao 1490,-22.84143,-43.29877,1,,BRT Transcarioca,0
311044203000171,Pedro Taques,Avenida Vicente de Carvalho próximo ao 1490,-22.84138,-43.29877,0,311044203000100,BRT Transcarioca,0
311044203000172,Pedro Taques,Avenida Vicente de Carvalho próximo ao 1490,-22.84144,-43.29871,0,311044203000100,BRT Transcarioca,0
311043203000300,Penha I,Avenida Brás de Pina próximo ao 7,-22.84163,-43.27715,1,,BRT Transcarioca,1
311043203000371,Penha I,Avenida Brás de Pina próximo ao 7,-22.84138,-43.27679,0,311043203000300,BRT Transcarioca,1
311043203000381,Penha I,Avenida Brás de Pina próximo ao 7,-22.84186,-43.27746,0,311043203000300,BRT Transcarioca,1
311043203000200,Penha II,Rua Monsenhor Alves Rocha próximo ao 63,-22.84194,-43.2764,1,,BRT Transcarioca,1
311043203000272,Penha II,Rua Monsenhor Alves Rocha próximo ao 63,-22.84201,-43.27684,0,311043203000200,BRT Transcarioca,1
311043203000282,Penha II,Rua Monsenhor Alves Rocha próximo ao 63,-22.84191,-43.27598,0,311043203000200,BRT Transcarioca,1
518144202000400,Pina Rangel,Avenida Cesário de Melo próximo ao 1244,-22.90752,-43.57578,1,,BRT Transoeste,0
518144202000471,Pina Rangel,Avenida Cesário de Melo próximo ao 1244,-22.90746,-43.57577,0,518144202000400,BRT Transoeste,0
518144202000472,Pina Rangel,Avenida Cesário de Melo próximo ao 1244,-22.90755,-43.57574,0,518144202000400,BRT Transoeste,0
526151201000100,Pingo d'Água,Rua Coronel Jaime de Lemos próximo ao 26,-22.9648,-43.6473,1,,BRT Transoeste,1
526151201000171,Pingo D'Água,Rua Coronel Jaime de Lemos próximo ao 26,-22.96483,-43.6472,0,526151201000100,BRT Transoeste,1
526151201000172,Pingo d'Água,Rua Coronel Jaime de Lemos próximo ao 26,-22.9649,-43.64728,0,526151201000100,BRT Transoeste,1
315078203000100,Pinto Teles,Rua Cândido Benício próximo ao 616,-22.8884,-43.34593,1,,BRT Transcarioca,1
315078203000171,Pinto Teles,Rua Cândido Benício próximo ao 616,-22.88837,-43.34597,0,315078203000100,BRT Transcarioca,1
315078203000172,Pinto Teles,Rua Cândido Benício próximo ao 616,-22.8884,-43.34588,0,315078203000100,BRT Transcarioca,1
424132201000100,Pontal,Avenida das Américas próximo ao 21138,-23.01628,-43.51602,1,,BRT Transoeste,1
424132201000171,Pontal,Avenida das Américas próximo ao 21138,-23.01624,-43.51599,0,424132201000100,BRT Transoeste,1
424132201000172,Pontal,Avenida das Américas próximo ao 21138,-23.01633,-43.51602,0,424132201000100,BRT Transoeste,1
424128201000100,Pontões / Barrasul,Avenida das Américas próximo ao 11899,-23.00548,-43.43195,1,,BRT Transoeste,1
424128201000171,Pontões / Barrasul,Avenida das Américas próximo ao 11899,-23.00543,-43.43195,0,424128201000100,BRT Transoeste,1
424128201000172,Pontões / Barrasul,Avenida das Américas próximo ao 11899,-23.00551,-43.4319,0,424128201000100,BRT Transoeste,1
416119203000200,Praça do Bandolim,Estrada dos Bandeirantes próximo ao 4502,-22.95862,-43.38344,1,,BRT Transcarioca,1
416119203000271,Praça do Bandolim,Estrada dos Bandeirantes próximo ao 4502,-22.95858,-43.38345,0,416119203000200,BRT Transcarioca,1
416119203000272,Praça do Bandolim,Estrada dos Bandeirantes próximo ao 4502,-22.95865,-43.38341,0,416119203000200,BRT Transcarioca,1
311044203000200,Praça do Carmo,Avenida Brás de Pina próximo ao 868,-22.83878,-43.29499,1,,BRT Transcarioca,0
311044203000271,Praça do Carmo,Avenida Brás de Pina próximo ao 868,-22.83873,-43.29502,0,311044203000200,BRT Transcarioca,0
311044203000272,Praça do Carmo,Avenida Brás de Pina próximo ao 868,-22.83882,-43.29497,0,311044203000200,BRT Transcarioca,0
416124203000200,Praça Seca,Rua Cândido Benício próximo ao 1812,-22.89773,-43.35224,1,,BRT Transcarioca,1
416124203000271,Praça Seca,Rua Cândido Benício próximo ao 1812,-22.89801,-43.35253,0,416124203000200,BRT Transcarioca,1
416124203000272,Praça Seca,Rua Cândido Benício próximo ao 1812,-22.89805,-43.35245,0,416124203000200,BRT Transcarioca,1
416124203000281,Praça Seca,Rua Cândido Benício próximo ao 1812,-22.89741,-43.35204,0,416124203000200,BRT Transcarioca,1
416124203000282,Praça Seca,Rua Cândido Benício próximo ao 1812,-22.89742,-43.35195,0,416124203000200,BRT Transcarioca,1
518144202000200,Prefeito Alim Pedro,Rua Gramado próximo ao 6964,-22.90367,-43.56629,1,,BRT Transoeste,0
518144202000271,Prefeito Alim Pedro,Rua Gramado próximo ao 6964,-22.90363,-43.56629,0,518144202000200,BRT Transoeste,0
424132201000400,Recanto das Garças,Avenida das Américas próximo ao 19581,-23.021,-43.49659,1,,BRT Transoeste,0
424132201000471,Recanto das Garças,Avenida das Américas próximo ao 19581,-23.02095,-43.4966,0,424132201000400,BRT Transoeste,0
424132201000472,Recanto das Garças,Avenida das Américas próximo ao 19581,-23.02107,-43.49658,0,424132201000400,BRT Transoeste,0
416115203000500,Recanto das Palmeiras,Estrada dos Bandeirantes próximo ao 2663,-22.94827,-43.37242,1,,BRT Transcarioca,0
416115203000571,Recanto das Palmeiras,Estrada dos Bandeirantes próximo ao 2663,-22.94826,-43.37246,0,416115203000500,BRT Transcarioca,0
416115203000572,Recanto das Palmeiras,Estrada dos Bandeirantes próximo ao 2663,-22.94827,-43.37237,0,416115203000500,BRT Transcarioca,0
424132204000199,Recreio,Avenida Alfredo Balthazar da Silveira próximo ao 580,-23.00843,-43.44038,1,,BRT Transolímpica,1
424132204000191,Recreio,Avenida Alfredo Balthazar da Silveira próximo ao 580,-23.00835,-43.44043,0,424132204000199,BRT Transolímpica,1
424132204000192,Recreio,Avenida Alfredo Balthazar da Silveira próximo ao 580,-23.0085,-43.44036,0,424132204000199,BRT Transolímpica,1
424132201000500,Recreio Shopping,Avenida das Américas próximo ao 19005,-23.01963,-43.48729,1,,BRT Transoeste,1
424132201000571,Recreio Shopping,Avenida das Américas próximo ao 19005,-23.01949,-43.48692,0,424132201000500,BRT Transoeste,1
424132201000572,Recreio Shopping,Avenida das Américas próximo ao 19005,-23.01956,-43.48686,0,424132201000500,BRT Transoeste,1
424132201000581,Recreio Shopping,Avenida das Américas próximo ao 19005,-23.01969,-43.48772,0,424132201000500,BRT Transoeste,1
424132201000582,Recreio Shopping,Avenida das Américas próximo ao 19005,-23.01979,-43.48766,0,424132201000500,BRT Transoeste,1
416115203000200,Rede Sarah,Avenida Embaixador Abelardo Bueno próximo ao 1430,-22.97331,-43.37664,1,,BRT Transcarioca,1
416115203000271,Rede Sarah,Avenida Embaixador Abelardo Bueno próximo ao 1430,-22.97336,-43.37666,0,416115203000200,BRT Transcarioca,1
416115203000272,Rede Sarah,Avenida Embaixador Abelardo Bueno próximo ao 1430,-22.97327,-43.37664,0,416115203000200,BRT Transcarioca,1
424128201001400,Ricardo Marinho,Avenida das Américas próximo ao 3400,-23.00017,-43.34652,1,,BRT Transoeste,1
424128201001471,Ricardo Marinho,Avenida das Américas próximo ao 3400,-23.00011,-43.34654,0,424128201001400,BRT Transoeste,1
424128201001472,Ricardo Marinho,Avenida das Américas próximo ao 3400,-23.00022,-43.3466,0,424128201001400,BRT Transoeste,1
424128203000400,Rio 2,Avenida Embaixador Abelardo Bueno próximo ao 8101,-22.97324,-43.38279,1,,BRT Transcarioca,1
424128203000471,Rio 2,Avenida Embaixador Abelardo Bueno próximo ao 8101,-22.97327,-43.38322,0,424128203000400,BRT Transcarioca,1
424128203000472,Rio 2,Avenida Embaixador Abelardo Bueno próximo ao 8101,-22.97319,-43.38326,0,424128203000400,BRT Transcarioca,1
424128203000481,Rio 2,Avenida Embaixador Abelardo Bueno próximo ao 8101,-22.97328,-43.38234,0,424128203000400,BRT Transcarioca,1
424128203000482,Rio 2,Avenida Embaixador Abelardo Bueno próximo ao 8101,-22.97319,-43.38234,0,424128203000400,BRT Transcarioca,1
424128204000300,Riocentro,Avenida Salvador Allende próximo ao 13657,-22.97693,-43.40643,1,,BRT Transolímpica,1
424128204000371,Riocentro,Avenida Salvador Allende próximo ao 13657,-22.97692,-43.40647,0,424128204000300,BRT Transolímpica,1
424128204000372,Riocentro,Avenida Salvador Allende próximo ao 13657,-22.97695,-43.40641,0,424128204000300,BRT Transolímpica,1
424128201000500,Riomar,Avenida das Américas próximo ao 1964,-22.99994,-43.40689,1,,BRT Transoeste,1
424128201000571,Riomar,Avenida das Américas próximo ao 1964,-22.9999,-43.40689,0,424128201000500,BRT Transoeste,1
424128201000572,Riomar,Avenida das Américas próximo ao 1964,-22.99999,-43.40692,0,424128201000500,BRT Transoeste,1
424132201001300,Salvador Allende,Avenida das Américas próximo ao 13600,-23.00825,-43.44269,1,,BRT Transoeste,1
424132201001371,Salvador Allende,Avenida das Américas próximo ao 13600,-23.00812,-43.44229,0,424132201001300,BRT Transoeste,1
424132201001372,Salvador Allende,Avenida das Américas próximo ao 13600,-23.00819,-43.44225,0,424132201001300,BRT Transoeste,1
424132201001381,Salvador Allende,Avenida das Américas próximo ao 13600,-23.00833,-43.44313,0,424132201001300,BRT Transoeste,1
424132201001382,Salvador Allende,Avenida das Américas próximo ao 13600,-23.00841,-43.44311,0,424132201001300,BRT Transoeste,1
519149201000100,Santa Cruz,Rua Felipe Cardoso próximo ao 1490,-22.91726,-43.68354,1,,BRT Transoeste,1
519149201000171,Santa Cruz,Rua Felipe Cardoso próximo ao 1490,-22.91754,-43.6834,0,519149201000100,BRT Transoeste,1
519149201000172,Santa Cruz,Rua Felipe Cardoso próximo ao 1490,-22.91699,-43.68359,0,519149201000100,BRT Transoeste,1
416122203000200,Santa Efigênia,Estrada dos Bandeirantes próximo ao 1450,-22.93661,-43.37178,1,,BRT Transcarioca,1
416122203000281,Santa Efigênia,Estrada dos Bandeirantes próximo ao 1450,-22.93664,-43.37184,0,416122203000200,BRT Transcarioca,1
416122203000282,Santa Efigênia,Estrada dos Bandeirantes próximo ao 1450,-22.93665,-43.37175,0,416122203000200,BRT Transcarioca,1
519148202000200,Santa Eugênia,Avenida Cesário de Melo próximo ao 10809,-22.91677,-43.63283,1,,BRT Transoeste,1
519148202000271,Santa Eugênia,Avenida Cesário de Melo próximo ao 10809,-22.91677,-43.63282,0,519148202000200,BRT Transoeste,1
519148202000272,Santa Eugênia,Avenida Cesário de Melo próximo ao 10809,-22.91684,-43.63282,0,519148202000200,BRT Transoeste,1
310041203000200,Santa Luzia,Avenida dos Campeões próximo ao 50,-22.85485,-43.25325,1,,BRT Transcarioca,1
310041203000271,Santa Luzia,Avenida dos Campeões próximo ao 50,-22.85471,-43.25364,0,310041203000200,BRT Transcarioca,1
310041203000272,Santa Luzia,Avenida dos Campeões próximo ao 50,-22.8548,-43.25366,0,310041203000200,BRT Transcarioca,1
310041203000281,Santa Luzia,Avenida dos Campeões próximo ao 50,-22.85488,-43.25293,0,310041203000200,BRT Transcarioca,1
310041203000282,Santa Luzia,Avenida dos Campeões próximo ao 50,-22.855,-43.25287,0,310041203000200,BRT Transcarioca,1
424128201000600,Santa Mônica Jardins,Avenida das Américas próximo ao 4,-23.00021,-43.39852,1,,BRT Transoeste,1
424128201000671,Santa Mônica Jardins,Avenida das Américas próximo ao 4,-23.00016,-43.3985,0,424128201000600,BRT Transoeste,1
424128201000672,Santa Mônica Jardins,Avenida das Américas próximo ao 4,-23.00025,-43.39849,0,424128201000600,BRT Transoeste,1
519149201000600,Santa Veridiana,Estrada da Pedra próximo ao 361,-22.94047,-43.66522,1,,BRT Transoeste,1
519149201000671,Santa Veridiana,Estrada da Pedra próximo ao 361,-22.94048,-43.66514,0,519149201000600,BRT Transoeste,1
519149201000672,Santa Veridiana,Estrada da Pedra próximo ao 361,-22.94054,-43.66518,0,519149201000600,BRT Transoeste,1
518146202000100,São Jorge,Avenida Cesário de Melo próximo ao 5410,-22.91085,-43.5842,1,,BRT Transoeste,0
518146202000171,São Jorge,Avenida Cesário de Melo próximo ao 5410,-22.91079,-43.58417,0,518146202000100,BRT Transoeste,0
518146202000172,São Jorge,Avenida Cesário de Melo próximo ao 5410,-22.91088,-43.58414,0,518146202000100,BRT Transoeste,0
533138204000100,São José de Magalhães Bastos,Estrada São Pedro de Alcântara próximo ao 3249,-22.86813,-43.41315,1,,BRT Transolímpica,1
533138204000171,São José de Magalhães Bastos,Estrada São Pedro de Alcântara próximo ao 3249,-22.86809,-43.41314,0,533138204000100,BRT Transolímpica,1
533138204000172,São José de Magalhães Bastos,Estrada São Pedro de Alcântara próximo ao 3249,-22.86815,-43.41306,0,533138204000100,BRT Transolímpica,1
416123203000100,Tanque,Rua Cândido Benício próximo ao 3948,-22.91558,-43.36137,1,,BRT Transcarioca,1
416123203000171,Tanque,Rua Cândido Benício próximo ao 3948,-22.9159,-43.36161,0,416123203000100,BRT Transcarioca,1
416123203000172,Tanque,Rua Cândido Benício próximo ao 3948,-22.91588,-43.36148,0,416123203000100,BRT Transcarioca,1
416123203000181,Tanque,Rua Cândido Benício próximo ao 3948,-22.91523,-43.3612,0,416123203000100,BRT Transcarioca,1
416123203000182,Tanque,Rua Cândido Benício próximo ao 3948,-22.91523,-43.36113,0,416123203000100,BRT Transcarioca,1
424132204000300,Tapebuias,Avenida Salvador Allende próximo ao 6300,-23.00014,-43.42976,1,,BRT Transolímpica,0
424132204000371,Tapebuias,Avenida Salvador Allende próximo ao 6300,-23.00011,-43.4298,0,424132204000300,BRT Transolímpica,0
424132204000372,Tapebuias,Avenida Salvador Allende próximo ao 6300,-23.00016,-43.42973,0,424132204000300,BRT Transolímpica,0
416122203000500,Taquara,Estrada dos Bandeirantes próximo ao 25,-22.92418,-43.37388,1,,BRT Transcarioca,1
416122203000571,Taquara,Estrada dos Bandeirantes próximo ao 25,-22.92457,-43.37389,0,416122203000500,BRT Transcarioca,1
416122203000572,Taquara,Estrada dos Bandeirantes próximo ao 25,-22.92455,-43.37379,0,416122203000500,BRT Transcarioca,1
416122203000581,Taquara,Estrada dos Bandeirantes próximo ao 25,-22.92377,-43.37396,0,416122203000500,BRT Transcarioca,1
416122203000582,Taquara,Estrada dos Bandeirantes próximo ao 25,-22.92377,-43.37386,0,416122203000500,BRT Transcarioca,1
424128201001099,Terminal Alvorada,,-23.00128,-43.36614,1,,BRT Transoeste,1
424128201001091,Terminal Alvorada,,-23.0014,-43.36619,0,424128201001099,BRT Transoeste,1
424128201001092,Terminal Alvorada,,-23.00107,-43.36619,0,424128201001099,BRT Transoeste,1
416115203000699,Terminal Centro Olímpico,Av. Embaixador Abelardo Bueno. 73-141,-22.97158,-43.40076,1,,BRT Transcarioca,1
416115203000691,Terminal Centro Olímpico,Av. Embaixador Abelardo Bueno. 73-141,-22.97206,-43.40103,0,416115203000699,BRT Transcarioca,1
533135204000199,Terminal Sulacap,,-22.88415,-43.39961,1,,BRT Transolímpica,1
533135204000191,Terminal Sulacap,,-22.88454,-43.39993,0,533135204000199,BRT Transolímpica,1
519149202000100,Três Pontes,Avenida Cesário de Melo próximo ao 12196,-22.92543,-43.64995,1,,BRT Transoeste,0
519149202000171,Três Pontes,Avenida Cesário de Melo próximo ao 12196,-22.92533,-43.64996,0,519149202000100,BRT Transoeste,0
519149202000172,Três Pontes,Avenida Cesário de Melo próximo ao 12196,-22.92537,-43.64986,0,519149202000100,BRT Transoeste,0
315084203000100,Vaz Lobo,Avenida Vicente de Carvalho próximo ao 43,-22.85647,-43.32815,1,,BRT Transcarioca,1
315084203000171,Vaz Lobo,Avenida Vicente de Carvalho próximo ao 43,-22.85646,-43.32827,0,315084203000100,BRT Transcarioca,1
315084203000172,Vaz Lobo,Avenida Vicente de Carvalho próximo ao 43,-22.85653,-43.32822,0,315084203000100,BRT Transcarioca,1
519149201000700,Vendas de Varanda,Estrada da Pedra próximo ao 2464,-22.95088,-43.6508,1,,BRT Transoeste,0
519149201000771,Vendas de Varanda,Estrada da Pedra próximo ao 2464,-22.95088,-43.65075,0,519149201000700,BRT Transoeste,0
519149201000772,Vendas de Varanda,Estrada da Pedra próximo ao 2464,-22.95094,-43.65081,0,519149201000700,BRT Transoeste,0
416115204000400,Ventura,Corredor Presidente Tancredo Neves,-22.94786,-43.39173,1,,BRT Transolímpica,1
416115204000471,Ventura,Corredor Presidente Tancredo Neves,-22.94782,-43.39187,0,416115204000400,BRT Transolímpica,1
416115204000472,Ventura,Corredor Presidente Tancredo Neves,-22.94776,-43.39182,0,416115204000400,BRT Transolímpica,1
424128203000300,Via Parque,Avenida Ayrton Senna próximo ao 3000,-22.98394,-43.36572,1,,BRT Transcarioca,1
424128203000371,Via Parque,Avenida Ayrton Senna próximo ao 3000,-22.98396,-43.36576,0,424128203000300,BRT Transcarioca,1
424128203000372,Via Parque,Avenida Ayrton Senna próximo ao 3000,-22.98397,-43.36567,0,424128203000300,BRT Transcarioca,1
314073203000200,Vicente de Carvalho,Corredor BRT Transcarioca próximo ao 779,-22.85265,-43.31275,1,,BRT Transcarioca,1
314073203000271,Vicente de Carvalho,Corredor BRT Transcarioca próximo ao 779,-22.85237,-43.31243,0,314073203000200,BRT Transcarioca,1
314073203000272,Vicente de Carvalho,Corredor BRT Transcarioca próximo ao 779,-22.85245,-43.31239,0,314073203000200,BRT Transcarioca,1
314073203000281,Vicente de Carvalho,Corredor BRT Transcarioca próximo ao 779,-22.85281,-43.31302,0,314073203000200,BRT Transcarioca,1
314073203000282,Vicente de Carvalho,Corredor BRT Transcarioca próximo ao 779,-22.85289,-43.31296,0,314073203000200,BRT Transcarioca,1
314072203000100,Vila Kosmos,Avenida Vicente de Carvalho próximo ao 999,-22.84968,-43.30798,1,,BRT Transcarioca,1
314072203000171,Vila Kosmos,Avenida Vicente de Carvalho próximo ao 999,-22.84965,-43.308,0,314072203000100,BRT Transcarioca,1
314072203000172,Vila Kosmos,Avenida Vicente de Carvalho próximo ao 999,-22.8497,-43.30793,0,314072203000100,BRT Transcarioca,1
533135204000300,Vila Militar,Estrada São Pedro de Alcântara próximo ao 1933,-22.86221,-43.40062,1,,BRT Transolímpica,1
533135204000371,Vila Militar,Estrada São Pedro de Alcântara próximo ao 1933,-22.86217,-43.40062,0,533135204000300,BRT Transolímpica,1
533135204000372,Vila Militar,Estrada São Pedro de Alcântara próximo ao 1933,-22.86222,-43.40058,0,533135204000300,BRT Transolímpica,1
519149202000200,Vila Paciência,Avenida Cesário de Melo próximo ao 12735,-22.92838,-43.65381,1,,BRT Transoeste,0
519149202000271,Vila Paciência,Avenida Cesário de Melo próximo ao 12735,-22.92828,-43.65375,0,519149202000200,BRT Transoeste,0
519149202000272,Vila Paciência,Avenida Cesário de Melo próximo ao 12735,-22.92835,-43.65369,0,519149202000200,BRT Transoeste,0
315083203000600,Vila Queiroz,Avenida Ministro Edgard Romero próximo ao 768,-22.86143,-43.3304,1,,BRT Transcarioca,1
315083203000671,Vila Queiroz,Avenida Ministro Edgard Romero próximo ao 768,-22.86132,-43.33037,0,315083203000600,BRT Transcarioca,1
315083203000672,Vila Queiroz,Avenida Ministro Edgard Romero próximo ao 768,-22.86136,-43.33029,0,315083203000600,BRT Transcarioca,1
416115203000400,Vila Sapê - IV Centenário,Estrada dos Bandeirantes próximo ao 3293,-22.95221,-43.37457,1,,BRT Transcarioca,1
416115203000471,Vila Sapê - IV Centenário,Estrada dos Bandeirantes próximo ao 3293,-22.95217,-43.3746,0,416115203000400,BRT Transcarioca,1
416115203000472,Vila Sapê - IV Centenário,Estrada dos Bandeirantes próximo ao 3293,-22.95221,-43.37453,0,416115203000400,BRT Transcarioca,1
518146202000400,Vilar Carioca,Avenida Cesário de Melo próximo ao 54,-22.91418,-43.60133,1,,BRT Transoeste,0
518146202000471,Vilar Carioca,Avenida Cesário de Melo próximo ao 54,-22.91414,-43.60127,0,518146202000400,BRT Transoeste,0
518146202000472,Vilar Carioca,Avenida Cesário de Melo próximo ao 54,-22.91422,-43.60127,0,518146202000400,BRT Transoeste,0
